manufacturer,portal_program,product,pattern,portal_color_id,portal_color_name,existing_crm_product_id,proposed_destination,price_grid,effective_date,observed_date,availability,exception,source,implementation_status
Onyx,Onyx Signature,Roller,Bermuda LF_C147,C147_04,Silver,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bermuda LF_C147,C147_05,Terrace,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bermuda LF_C147,C147_06,Mercury,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bermuda LF_C147,C147_07,Platinum,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bermuda LF_C147,C147_08,Chestnut,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bermuda LF_C147,C147_09,Toffee,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bermuda LF_C147,C147_10,Grey,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bermuda LF_C147,C147_11,Basalt,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro BO_C150BO,C150BO_01,Ice White,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro BO_C150BO,C150BO_02,Cloud,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro BO_C150BO,C150BO_03,Whisper,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro BO_C150BO,C150BO_04,Mint Grey,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro BO_C150BO,C150BO_05,Primrose,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro BO_C150BO,C150BO_06,Cadet Grey,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro BO_C150BO,C150BO_07,Mica,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro BO_C150BO,C150BO_08,Expresso,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro BO_C150BO,C150BO_09,Charcoal,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro BO_C150BO,C150BO_10,Black,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro LF_C150,C150_01,Ice White,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro LF_C150,C150_02,Cloud,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro LF_C150,C150_03,Whisper,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro LF_C150,C150_04,Mint Grey,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro LF_C150,C150_05,Primrose,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro LF_C150,C150_06,Cadet Grey,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
Onyx,Onyx Signature,Roller,Bistro LF_C150,C150_07,Mica,onyx_signature_roller,onyx_signature_roller,UNRESOLVED,UNPUBLISHED,2026-09-20,Visible order menu,"Full grids, limits, compatibility and effective schedule unresolved",https://admin.onyxshutters.com/OrderDetailBlind.aspx,Implemented; awaiting deployment/live proof; pricing held
