program_id,shape_code,shape_name,dealer_guide_availability,crm_product_id,crm_saved_shape_destination,source_document,absolute_pdf_pages,effective_date,result_status,exact_remaining_exception,individual_live_proof
woodlore_plus,YS14,Hexagon Straight Sides with Horizontal Louvers,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS14,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS15,Circle Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS15,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,0353D YS15 identity/frame/hub/net boundary/save-reopen on 7be5403e; pricing held
woodlore_plus,YS16,Oval with Horizontal Louvers,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS16,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS17,Hexagon Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS17,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS18,Hexagon Sunburst with Straight Sides,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS18,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS19,Octagon Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS19,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS20,Oval Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS20,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS21,Left Angle Top / Left Rake,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS21,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS23,Right Angle Top / Right Rake,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS23,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS25,Upside Down Left Angle Top / Left Rake,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS25,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS26,Upside Down Right Angle Top / Right Rake,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS26,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS27,Left Triangle,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS27,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS28,Right Triangle,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS28,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS51,Quarter Sunburst Panel with Continuous Frame,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS51,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS52,Sunburst on Top with T Post,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS52,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS53,Half Round with Horizontal Louvers,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS53,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS56,Solid Rail Arch,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS56,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS57,Left Quarter Arch,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS57,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS58,Right Quarter Arch,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS58,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS59,Triangle with Horizontal Louvers,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS59,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS60,Triangle Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS60,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS62,Peak,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS62,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS63,Arch Top Picture Window with Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS63,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS64,Standard Unit with Horizontal Arch Center,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS64,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS65,Arch Top Picture Window with Horizontal Louvers,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS65,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS66,Horizontal Louvers Center Arch with Quarter Round Side Panels,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS66,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS67,Sunburst Louvers Center Arch with Quarter Round Side Panels,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS67,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS68,Left Quarter Sunburst Panel with Continuous Frame,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS68,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS69,Right Quarter Sunburst Panel with Continuous Frame,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS69,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS70,Mansard,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS70,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS71,Mansard Left,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS71,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS72,Mansard Right,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS72,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS73,Upside Down Mansard,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS73,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS74,Upside Down Mansard Left,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS74,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_plus,YS75,Upside Down Mansard Right,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS75,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS01,Half Round Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS01,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS02,Left Quarter Round Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS02,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS03,Eyebrow Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS03,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS04,Elongated Eyebrow Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS04,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS05,Louvered Arch,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS05,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS06,Right Quarter Round Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS06,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS09,Sunburst on Top with Divider Strip,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS09,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS10,Sunburst on Top with Continuous Frame,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS10,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS11,Hexagon with Horizontal Louvers,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS11,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS12,Octagon with Horizontal Louvers,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS12,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS13,Circle with Horizontal Louvers,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS13,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS14,Hexagon Straight Sides with Horizontal Louvers,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS14,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS15,Circle Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS15,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS16,Oval with Horizontal Louvers,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS16,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS17,Hexagon Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS17,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS18,Hexagon Sunburst with Straight Sides,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS18,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS19,Octagon Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS19,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS20,Oval Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS20,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS21,Left Angle Top / Left Rake,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS21,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS23,Right Angle Top / Right Rake,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS23,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS25,Upside Down Left Angle Top / Left Rake,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS25,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS26,Upside Down Right Angle Top / Right Rake,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS26,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS27,Left Triangle,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS27,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS28,Right Triangle,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS28,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS51,Quarter Sunburst Panel with Continuous Frame,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS51,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS52,Sunburst on Top with T Post,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS52,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS53,Half Round with Horizontal Louvers,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS53,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS56,Solid Rail Arch,not available,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS56,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,documented unavailable,AquaShield excludes Solid Rail Arch; omitted from selectable shape menu,not individually live verified
woodlore_aquashield,YS57,Left Quarter Arch,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS57,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS58,Right Quarter Arch,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS58,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS59,Triangle with Horizontal Louvers,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS59,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS60,Triangle Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS60,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS62,Peak,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS62,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS63,Arch Top Picture Window with Sunburst,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS63,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
woodlore_aquashield,YS64,Standard Unit with Horizontal Arch Center,documented,norman_shutters,norman_shutter_panels_v1.specialty.shapeCode=YS64,One PDF-Woodlore Plus.pdf,124-139,pinned September audit binder; exact section effective date not inferred,unresolved exception,Final specialty geometry/template acceptance/hardware and current 805 account rates/surcharges remain unresolved; source-compatible selection rules only,not individually live verified
