product,kind,id,name,basis,price,scope,source_pages,status,exception
honeycomb,surcharge,continuous_cord_loop,Continuous cord loop,flat,73,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,smartrelease,SmartRelease,flat,89,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,tdbu_td,TDBU | TD,flat,89,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,smartfit,SmartFit,flat,89,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,smartfit_with_frame,SmartFit with Frame,flat,293,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,smartfit_dual_shade,SmartFit Dual Shade,flat,178,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,smartfit_dual_shade_with_frame,SmartFit Dual Shade with frame,flat,382,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,shim,Shim,flat,7,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,side_mount_bracket,Side mount bracket,flat,23,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,lightguard_pole_attachment_only,LightGuard | Pole Attachment only,flat,45,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,magnetic_hold_down,Magnetic hold down,flat,28,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,cut_out_cordless_operating_pole,Cut-out | Cordless operating pole,flat,89,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,specialty_shapes,Specialty shapes,flat,117,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,room_darkening_sheer_solus_fr_essentials,"Room darkening | Sheer, Solus | FR Essentials",percent,20,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,surcharge,room_darkening,Room Darkening,percent,20,unit,"[10, 12]",UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,configuration_field,mount_type,Mount,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,control_side,Control side,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,lift_system,Lift / control,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,light_control,Light control,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,cell_size,Cell size,select,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,hard_surface_install,Hard-surface install,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,ladder_over_15ft,Ladder over 15 ft,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,requires_takedown,Existing treatment takedown,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,shim,Shim,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,side_mount_bracket,Side mount bracket,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,lightguard_pole_attachment_only,LightGuard | Pole Attachment only,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,magnetic_hold_down,Magnetic hold down,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,cut_out_cordless_operating_pole,Cut-out | Cordless operating pole,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,specialty_shapes,Specialty shapes,checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,configuration_field,room_darkening_sheer_solus_fr_essentials,"Room darkening | Sheer, Solus | FR Essentials",checkbox,,,,UNRESOLVED EXCEPTION,Field inventoried; complete source/condition/UI/server certification pending.
honeycomb,motor_accessory,automate_home:motor_rechargeable_battery_pack_or_ac_adapter,Motor (Rechargeable Battery Pack or AC Adapter),,682,,[28],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,automate_home:motor_rechargeable_battery_pack,Motor (Rechargeable Battery Pack),,,,[28],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,automate_home:low_voltage_dc_motor,Low Voltage DC Motor,,,,[28],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,automate_home:dc_connection_harness,DC Connection Harness,,,,[28],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,automate_home:power_distribution_panel,Power Distribution Panel,,,,[28],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,automate_home:external_battery_pack,External Battery Pack,,,,[28],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,automate_home:repeater,Repeater,,272,,[28],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,automate_home:15_channel_remote,15-Channel Remote,,140,,[28],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,automate_home:5_channel_wall_switch,5-Channel Wall switch,,163,,[28],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,automate_home:hub,Hub,,483,,[28],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,automate_home:charging_kit_5v_1a_charging_box_adapter_charging_cable,"Charging kit (5V 1A Charging Box, Adapter, Charging Cable)",,103,,[28],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,automate_home:solar_panel,Solar Panel,,242,,[28],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,autowand:autowand,Autowand,,166,,[8],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,autowand:charging_kit,Charging Kit,,45,,[8],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,autowand:extension_cable,Extension Cable,,43,,[8],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,smart_motorization:motor,Motor,,482,,[7],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,smart_motorization:dual_motor_for_honeycomb,Dual Motor for Honeycomb,,642,,[7],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
honeycomb,motor_accessory,smart_motorization:single_motor_for_skylights,Single Motor for Skylights,,611,,[7],UNRESOLVED EXCEPTION,"SmartFit Dual and horizontal hardware passed production price/save/reopen/customer-preview checks. Motor accessories also passed production price/save/reopen/customer-preview checks. Horizontal Day & Night pricing and framed-dual per-shade price basis remain unresolved. Source mounting tables and charging-access rules are deployed; manual mounting production proof passed. Specialty net geometry is deployed; charging0345 ($1,439) and specialty0347 ($543) production boundary, save/reopen and customer-preview checks passed. Dealer comparisons remain unresolved."
