url,location,exact_claim,action
https://www.805shutters.com/shutters/camarillo/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/camarillo-ca/,page text,"Roller shades for large Camarillo windows and patio doors Room-darkening shades for bedrooms and media rooms Honeycomb shades where softness and insulation matter Motorized shades for tall, repeated, or hard-to-reach openings Local proof and next step 805 Shutters is a family-owned Ventura County window treatment company with more than 30 years of local measuring, product guidance, ordering, and installation experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/camarillo-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/camarillo-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/camarillo-ca/,page text,"Wood and faux wood blinds for Camarillo bedrooms and offices Vertical blinds for sliding doors and wide openings Durable blind replacements for rentals or business spaces Aluminum blinds where simple light control is the priority Local proof and next step 805 Shutters is a family-owned Ventura County window treatment company with more than 30 years of local measuring, product guidance, ordering, and installation experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/camarillo-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/camarillo-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/camarillo-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/camarillo-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/camarillo-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/camarillo-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/camarillo-ca/,page text,"Whole-home window treatment planning in Camarillo Bedrooms that need privacy or room-darkening support Living rooms and patio doors with bright light or glare Homes and offices comparing several products in one visit Local proof and next step 805 Shutters is a family-owned Ventura County window treatment company with more than 30 years of local measuring, product guidance, ordering, and installation experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/camarillo-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/camarillo-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/fillmore/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/fillmore/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/fillmore-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/fillmore-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/fillmore-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/fillmore-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/fillmore-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/fillmore-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/fillmore-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/fillmore-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/fillmore-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/fillmore-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/moorpark/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/moorpark/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/moorpark-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/moorpark-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/moorpark-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/moorpark-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/moorpark-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/moorpark-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/moorpark-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/moorpark-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/moorpark-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/moorpark-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/newbury-park/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/newbury-park/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/newbury-park-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/newbury-park-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/newbury-park-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/newbury-park-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/newbury-park-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/newbury-park-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/newbury-park-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/newbury-park-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/newbury-park-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/newbury-park-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/oak-park/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/oak-park/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/oak-park-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/oak-park-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/oak-park-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/oak-park-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/oak-park-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/oak-park-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/oak-park-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/oak-park-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/oak-park-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/oak-park-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/ojai/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/ojai/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/ojai-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/ojai-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/ojai-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/ojai-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/ojai-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/ojai-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/ojai-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/ojai-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/ojai-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/ojai-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/oxnard/,page text,"Whole-home shutter updates for repeated windows Bedroom shutters for privacy and room-darkening support Sliding door shutters for access and durability Dining and living room shutters for a finished built-in look Local proof and next step 805 Shutters is a family-owned Ventura County window treatment company with more than 30 years of local measuring, product guidance, ordering, and installation experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/oxnard/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/oxnard/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/oxnard-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/shades/oxnard-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/oxnard-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/blinds/oxnard-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/oxnard-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/drapery/oxnard-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/oxnard-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-coverings/oxnard-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/oxnard-ca/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
https://www.805shutters.com/window-treatments/oxnard-ca/,JSON-LD[0] $.@graph[0].foundingDate,1995,unchanged; year/experience unconfirmed
https://www.805shutters.com/shutters/port-hueneme/,JSON-LD[0] $.@graph[0].description,"805 Shutters is a family-owned local window treatment company serving Ventura County and nearby communities with more than 30 years of custom shutters, shades, blinds, commercial roller shades, and window covering experience.",unchanged; year/experience unconfirmed
